"","RXDDRGID","RXDDRUG","RXDINGFL","RXDDCI1A","RXDDCI1B","RXDDCI1C","RXDDCI2A","RXDDCI2B","RXDDCI2C","RXDDCI3A","RXDDCI3B","RXDDCI3C","RXDDCI4A","RXDDCI4B","RXDDCI4C","RXDICI1A","RXDICI1B","RXDICI1C","RXDICI2A","RXDICI2B","RXDICI2C","RXDICI3A","RXDICI3B","RXDICI3C","RXDICI4A","RXDICI4B","RXDICI4C","RXDICI5A","RXDICI5B","RXDICI5C","RXDICI6A","RXDICI6B","RXDICI6C","RXDDCN1A","RXDDCN1B","RXDDCN1C","RXDDCN2A","RXDDCN2B","RXDDCN2C","RXDDCN3A","RXDDCN3B","RXDDCN3C","RXDDCN4A","RXDDCN4B","RXDDCN4C","RXDICN1A","RXDICN1B","RXDICN1C","RXDICN2A","RXDICN2B","RXDICN2C","RXDICN3A","RXDICN3B","RXDICN3C","RXDICN4A","RXDICN4B","RXDICN4C","RXDICN5A","RXDICN5B","RXDICN5C","RXDICN6A","RXDICN6B","RXDICN6C"
"295","d00288","MEPROBAMATE",1,57,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","d00289","MERCAPTOPURINE",1,20,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ANTIMETABOLITES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ANTIMETABOLITES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","d00290","METHIMAZOLE",1,97,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","ANTITHYROID AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","ANTITHYROID AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","d00292","METHSUXIMIDE",1,57,64,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,64,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","SUCCINIMIDE ANTICONVULSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","SUCCINIMIDE ANTICONVULSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","d00293","METHYLPREDNISOLONE",1,97,98,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,98,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","ADRENAL CORTICAL STEROIDS","GLUCOCORTICOIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","ADRENAL CORTICAL STEROIDS","GLUCOCORTICOIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","d00295","METHYLTESTOSTERONE",1,97,101,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","ANDROGENS AND ANABOLIC STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","ANDROGENS AND ANABOLIC STEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","d00297","METIPRANOLOL OPHTHALMIC",1,133,147,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC GLAUCOMA AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC GLAUCOMA AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","d00298","METOCLOPRAMIDE",1,57,65,198,87,93,NA,NA,NA,NA,NA,NA,NA,57,65,198,87,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","MISCELLANEOUS ANTIEMETICS","GASTROINTESTINAL AGENTS","GI STIMULANTS",NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","MISCELLANEOUS ANTIEMETICS","GASTROINTESTINAL AGENTS","GI STIMULANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","d00299","METOLAZONE",1,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE AND THIAZIDE-LIKE DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE AND THIAZIDE-LIKE DIURETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","d00300","MEXILETINE",1,40,46,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,46,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP I ANTIARRHYTHMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP I ANTIARRHYTHMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","d00303","MISOPROSTOL",1,87,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","MISCELLANEOUS GI AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","MISCELLANEOUS GI AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","d00308","MORPHINE",1,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","d00310","NABUMETONE",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","d00312","NEOMYCIN",1,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","AMINOGLYCOSIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","AMINOGLYCOSIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","d00314","NIACIN",1,115,119,NA,358,19,174,NA,NA,NA,NA,NA,NA,115,119,NA,358,19,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","VITAMINS",NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","MISCELLANEOUS ANTIHYPERLIPIDEMIC AGENTS",NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","VITAMINS",NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","MISCELLANEOUS ANTIHYPERLIPIDEMIC AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","d00315","NICARDIPINE",1,40,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","CALCIUM CHANNEL BLOCKING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","CALCIUM CHANNEL BLOCKING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","d00316","NICOTINE",1,105,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","SMOKING CESSATION AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","SMOKING CESSATION AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","d00318","NIMODIPINE",1,40,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","CALCIUM CHANNEL BLOCKING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","CALCIUM CHANNEL BLOCKING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","d00321","NITROGLYCERIN",1,40,45,NA,40,53,NA,NA,NA,NA,NA,NA,NA,40,45,NA,40,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIANGINAL AGENTS",NA,"CARDIOVASCULAR AGENTS","VASODILATORS",NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIANGINAL AGENTS",NA,"CARDIOVASCULAR AGENTS","VASODILATORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","d00322","NIZATIDINE",1,87,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","H2 ANTAGONISTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","H2 ANTAGONISTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","d00325","OMEPRAZOLE",1,87,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","PROTON PUMP INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","PROTON PUMP INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","d00328","OXYBUTYNIN",1,113,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENITOURINARY TRACT AGENTS","URINARY ANTISPASMODICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENITOURINARY TRACT AGENTS","URINARY ANTISPASMODICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","d00329","OXYCODONE",1,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","d00332","PENBUTOLOL",1,40,47,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","BETA BLOCKERS, NON-CARDIOSELECTIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","BETA-ADRENERGIC BLOCKING AGENTS","BETA BLOCKERS, NON-CARDIOSELECTIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","d00333","PENICILLAMINE",1,105,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","ANTIRHEUMATICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","ANTIRHEUMATICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","d00334","PENTAZOCINE",1,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","d00335","PENTOBARBITAL",1,57,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BARBITURATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BARBITURATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","d00336","PENTOXIFYLLINE",1,81,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COAGULATION MODIFIERS","MISCELLANEOUS COAGULATION MODIFIERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COAGULATION MODIFIERS","MISCELLANEOUS COAGULATION MODIFIERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","d00337","PHENAZOPYRIDINE",1,113,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENITOURINARY TRACT AGENTS","MISCELLANEOUS GENITOURINARY TRACT AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENITOURINARY TRACT AGENTS","MISCELLANEOUS GENITOURINARY TRACT AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","d00340","PHENOBARBITAL",1,57,64,201,57,67,68,NA,NA,NA,NA,NA,NA,57,64,201,57,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BARBITURATE ANTICONVULSANTS","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BARBITURATES",NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BARBITURATE ANTICONVULSANTS","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BARBITURATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","d00341","PHENYLBUTAZONE",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","d00343","PIROXICAM",1,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NONSTEROIDAL ANTI-INFLAMMATORY AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","d00344","POLYMYXIN B SULFATE",1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","MISCELLANEOUS ANTIBIOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","MISCELLANEOUS ANTIBIOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","d00345","POTASSIUM CHLORIDE",1,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","MINERALS AND ELECTROLYTES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","d00348","PRAVASTATIN",1,358,19,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,19,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","HMG-COA REDUCTASE INHIBITORS (STATINS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","HMG-COA REDUCTASE INHIBITORS (STATINS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","d00350","PREDNISONE",1,97,98,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,98,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","ADRENAL CORTICAL STEROIDS","GLUCOCORTICOIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","ADRENAL CORTICAL STEROIDS","GLUCOCORTICOIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","d00352","PRIMIDONE",1,57,64,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,64,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BARBITURATE ANTICONVULSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BARBITURATE ANTICONVULSANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","d00353","PROBUCOL",1,358,19,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,19,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","MISCELLANEOUS ANTIHYPERLIPIDEMIC AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","MISCELLANEOUS ANTIHYPERLIPIDEMIC AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","d00355","PROCHLORPERAZINE",1,57,65,196,242,251,210,NA,NA,NA,NA,NA,NA,57,65,196,242,251,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","PHENOTHIAZINE ANTIEMETICS","PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","PHENOTHIAZINE ANTIPSYCHOTICS",NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","PHENOTHIAZINE ANTIEMETICS","PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","PHENOTHIAZINE ANTIPSYCHOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","d00358","PROPAFENONE",1,40,46,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,46,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP I ANTIARRHYTHMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIARRHYTHMIC AGENTS","GROUP I ANTIARRHYTHMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","d00359","PROPANTHELINE",1,87,355,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,355,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","FUNCTIONAL BOWEL DISORDER AGENTS","ANTICHOLINERGICS/ANTISPASMODICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","FUNCTIONAL BOWEL DISORDER AGENTS","ANTICHOLINERGICS/ANTISPASMODICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","d00360","PROPOXYPHENE",1,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","d00361","PROPYLTHIOURACIL",1,97,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","ANTITHYROID AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","ANTITHYROID AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","d00363","PYRIDOSTIGMINE",1,105,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","CHOLINERGIC MUSCLE STIMULANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISCELLANEOUS AGENTS","CHOLINERGIC MUSCLE STIMULANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","d00365","QUINAPRIL",1,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANGIOTENSIN CONVERTING ENZYME (ACE) INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","d00366","QUININE",1,1,5,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIMALARIAL AGENTS","ANTIMALARIAL QUINOLINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIMALARIAL AGENTS","ANTIMALARIAL QUINOLINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","d00367","RESERPINE",1,40,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
